chr	start	end	replication_time	expression_CCLE	noncoding_mutation_rate
21	23900001	24000000	1355	360	9.98E-06
21	24000001	24100000	1302	163	7.59E-06
21	24100001	24200000	1288	141	8.86E-06
21	24200001	24300000	1191	206	8.75E-06
21	24300001	24400000	1204	545	7.68E-06
21	24400001	24500000	1236	2184	8.84E-06
21	24500001	24600000	1217	1601	8.06E-06
21	24600001	24700000	1204	87	9.07E-06
21	24700001	24800000	1195	2158	7.96E-06
21	24800001	24900000	1175	1251	8.97E-06
21	24900001	25000000	1155	1499	9.29E-06
21	25000001	25100000	NaN	7481	9.36E-06
21	25100001	25200000	1126	4152	1.05E-05
21	25200001	25300000	NaN	5979	8.68E-06
21	25300001	25400000	1115	6211	7.14E-06
21	25400001	25500000	NaN	994	9.29E-06
21	25500001	25600000	NaN	1137	8.22E-06
21	25600001	25700000	NaN	1451	6.86E-06
21	25700001	25800000	NaN	730	7.25E-06
21	25800001	25900000	NaN	20878	7.51E-06
21	25900001	26000000	1095	1295	8.64E-06
21	26000001	26100000	1075	471	8.44E-06
21	26100001	26200000	NaN	147	8.62E-06
21	26200001	26300000	1055	1647	9.40E-06
21	26300001	26400000	1035	2247	7.58E-06
21	26400001	26500000	1015	3064	6.02E-06
21	26500001	26600000	991	2335	7.82E-06
21	26600001	26700000	972	4858	7.18E-06
21	26700001	26800000	944	161049	5.91E-06
21	26800001	26900000	891	17626	3.78E-06
21	26900001	27000000	822	470830	2.59E-06
21	27000001	27100000	723	414589	3.75E-06
21	27100001	27200000	641	763831	2.86E-06
21	27200001	27300000	728	2064736	2.99E-06
21	27300001	27400000	787	1709110	2.76E-06
21	27400001	27500000	793	995237	1.88E-06
21	27500001	27600000	752	324868	2.89E-06
21	27600001	27700000	765	16999	5.24E-06
21	27700001	27800000	755	3744	2.97E-06
21	27800001	27900000	702	18148	4.36E-06
21	27900001	28000000	626	7625	3.35E-06
21	28000001	28100000	531	409	5.12E-06
21	28100001	28200000	426	491	3.48E-06
21	28200001	28300000	426	369456	4.00E-06
21	28300001	28400000	441	11460	4.47E-06
21	28400001	28500000	457	424	4.95E-06
21	28500001	28600000	520	802	5.53E-06
21	28600001	28700000	539	566	5.38E-06
21	28700001	28800000	605	1915	5.79E-06
21	28800001	28900000	689	1732	4.09E-06
21	28900001	29000000	625	10201	4.76E-06
21	29000001	29100000	735	12964	4.29E-06
21	29100001	29200000	822	22936	5.69E-06
21	29200001	29300000	834	10021	6.94E-06
21	29300001	29400000	802	13896	4.23E-06
21	29400001	29500000	643	16732	4.68E-06
21	29500001	29600000	610	10798	4.53E-06
21	29600001	29700000	546	5196	3.46E-06
21	29700001	29800000	632	27044	2.99E-06
21	29800001	29900000	707	10158	2.60E-06
21	29900001	30000000	712	18467	2.69E-06
21	30000001	30100000	632	12660	3.09E-06
21	30100001	30200000	540	10285	2.29E-06
21	30200001	30300000	480	154291	2.77E-06
21	30300001	30400000	303	898610	1.86E-06
21	30400001	30500000	178	2118340	1.72E-06
21	30500001	30600000	146	65479	1.76E-06
21	30600001	30700000	157	222932	2.42E-06
21	30700001	30800000	289	470330	1.95E-06
21	30800001	30900000	425	53926	2.23E-06
21	30900001	31000000	512	53160	2.27E-06
21	31000001	31100000	604	25055	3.50E-06
21	31100001	31200000	671	5613	2.84E-06
21	31200001	31300000	768	17363	4.41E-06
21	31300001	31400000	904	5637	4.80E-06
21	31400001	31500000	944	227	4.79E-06
21	31500001	31600000	941	9807	4.88E-06
21	31600001	31700000	994	3771	4.10E-06
21	31700001	31800000	1011	308	5.10E-06
21	31800001	31900000	1035	1836	4.98E-06
21	31900001	32000000	NaN	3869	5.41E-06
21	32000001	32100000	1048	4324	4.95E-06
21	32100001	32200000	1055	2027	5.56E-06
21	32200001	32300000	1030	2084	5.54E-06
21	32300001	32400000	998	3044	3.81E-06
21	32400001	32500000	972	140432	3.90E-06
21	32500001	32600000	924	120541	2.74E-06
21	32600001	32700000	892	71736	3.34E-06
21	32700001	32800000	859	29397	2.49E-06
21	32800001	32900000	800	25391	2.51E-06
21	32900001	33000000	699	39974	2.81E-06
21	33000001	33100000	610	2162252	1.53E-06
21	33100001	33200000	621	66901	3.61E-06
21	33200001	33300000	631	24896	1.73E-06
21	33300001	33400000	624	89011	2.27E-06
21	33400001	33500000	584	6906	2.17E-06
21	33500001	33600000	488	4654	2.93E-06
21	33600001	33700000	379	708702	1.95E-06
21	33700001	33800000	191	738132	2.46E-06
21	33800001	33900000	162	207268	2.10E-06
21	33900001	34000000	182	598109	2.37E-06
21	34000001	34100000	135	235867	2.22E-06
21	34100001	34200000	345	832470	1.83E-06
21	34200001	34300000	482	2626	2.49E-06
21	34300001	34400000	580	5111	2.30E-06
21	34400001	34500000	554	15491	2.01E-06
21	34500001	34600000	417	1389	2.12E-06
21	34600001	34700000	317	824314	1.99E-06
21	34700001	34800000	179	883685	1.58E-06
21	34800001	34900000	182	1701365	1.99E-06
21	34900001	35000000	182	4974489	1.52E-06
21	35000001	35100000	375	143069	1.71E-06
21	35100001	35200000	370	434100	2.43E-06
21	35200001	35300000	248	1149421	1.90E-06
21	35300001	35400000	419	116252	3.73E-06
21	35400001	35500000	449	1250930	2.57E-06
21	35500001	35600000	574	316360	2.25E-06
21	35600001	35700000	595	15322	2.47E-06
21	35700001	35800000	518	170387	2.09E-06
21	35800001	35900000	502	353907	2.76E-06
21	35900001	36000000	491	33053	1.95E-06
21	36000001	36100000	406	44908	2.29E-06
21	36100001	36200000	305	724187	2.13E-06
21	36200001	36300000	379	592971	2.20E-06
21	36300001	36400000	429	138170	3.10E-06
21	36400001	36500000	411	51529	2.17E-06
21	36500001	36600000	372	7243	1.98E-06
21	36600001	36700000	372	5895	2.48E-06
21	36700001	36800000	435	6006	2.42E-06
21	36800001	36900000	437	2779	2.91E-06
21	36900001	37000000	437	10397	3.15E-06
21	37000001	37100000	399	3885	3.04E-06
21	37100001	37200000	440	10154	3.13E-06
21	37200001	37300000	480	2536	2.12E-06
21	37300001	37400000	460	15497	2.18E-06
21	37400001	37500000	318	818194	1.96E-06
21	37500001	37600000	229	484161	2.25E-06
21	37600001	37700000	232	448111	3.20E-06
21	37700001	37800000	347	797574	2.00E-06
21	37800001	37900000	352	59310	2.60E-06
21	37900001	38000000	428	13400	2.87E-06
21	38000001	38100000	448	188540	1.70E-06
21	38100001	38200000	447	552802	1.80E-06
21	38200001	38300000	486	166324	1.06E-06
21	38300001	38400000	378	209082	1.87E-06
21	38400001	38500000	358	509957	2.97E-06
21	38500001	38600000	343	1658779	2.12E-06
21	38600001	38700000	263	282943	2.13E-06
21	38700001	38800000	247	166344	2.30E-06
21	38800001	38900000	366	759259	1.79E-06
21	38900001	39000000	376	27729	2.63E-06
21	39000001	39100000	406	6667	2.89E-06
21	39100001	39200000	529	3140	3.47E-06
21	39200001	39300000	541	4415	3.00E-06
21	39300001	39400000	468	8528	4.22E-06
21	39400001	39500000	448	22591	3.11E-06
21	39500001	39600000	385	11255	3.50E-06
21	39600001	39700000	246	49254	3.25E-06
21	39700001	39800000	222	80865	2.51E-06
21	39800001	39900000	405	39703	2.42E-06
21	39900001	40000000	418	5799	2.92E-06
21	40000001	40100000	383	1616	1.83E-06
21	40100001	40200000	151	1163104	2.82E-06
21	40200001	40300000	131	21884	2.57E-06
21	40300001	40400000	255	86434	2.07E-06
21	40400001	40500000	228	20401	2.13E-06
21	40500001	40600000	232	1191539	2.34E-06
21	40600001	40700000	235	434083	2.55E-06
21	40700001	40800000	162	1864259	1.72E-06
21	40800001	40900000	346	55095	2.22E-06
21	40900001	41000000	503	12049	2.88E-06
21	41000001	41100000	614	121385	3.19E-06
21	41100001	41200000	689	5147	2.69E-06
21	41200001	41300000	762	7232	3.35E-06
21	41300001	41400000	829	9159	4.63E-06
21	41400001	41500000	877	2893	3.39E-06
21	41500001	41600000	891	2131	3.70E-06
21	41600001	41700000	963	1793	4.73E-06
21	41700001	41800000	971	8479	3.80E-06
21	41800001	41900000	933	1418	4.03E-06
21	41900001	42000000	904	5396	7.18E-06
21	42000001	42100000	868	2517	4.50E-06
21	42100001	42200000	835	2266	4.72E-06
21	42200001	42300000	733	1716	3.18E-06
21	42300001	42400000	630	590	3.59E-06
21	42400001	42500000	549	850	3.01E-06
21	42500001	42600000	427	387784	1.92E-06
21	42600001	42700000	530	763412	1.93E-06
21	42700001	42800000	506	261141	1.77E-06
21	42800001	42900000	454	660735	2.03E-06
21	42900001	43000000	340	9844	1.99E-06
21	43000001	43100000	NaN	14054	1.63E-06
21	43100001	43200000	167	320905	2.27E-06
21	43200001	43300000	182	276931	3.39E-06
21	43300001	43400000	366	436446	1.63E-06
21	43400001	43500000	281	329654	2.84E-06
21	43500001	43600000	430	6122	2.28E-06
21	43600001	43700000	457	40506	1.39E-06
21	43700001	43800000	464	430089	3.00E-06
21	43800001	43900000	400	82100	2.66E-06
21	43900001	44000000	374	404527	2.36E-06
21	44000001	44100000	284	129138	3.31E-06
21	44100001	44200000	331	106257	2.50E-06
21	44200001	44300000	276	878641	2.01E-06
21	44300001	44400000	206	628999	2.88E-06
21	44400001	44500000	131	1018402	2.28E-06
21	44500001	44600000	156	1449800	2.29E-06
21	44600001	44700000	279	5298	2.19E-06
21	44700001	44800000	187	17972	2.54E-06
21	44800001	44900000	197	517748	2.62E-06
21	44900001	45000000	312	64170	2.30E-06
21	45000001	45100000	518	266698	2.85E-06
21	45100001	45200000	157	3448976	2.09E-06
21	45200001	45300000	170	646577	2.63E-06
21	45300001	45400000	194	401810	1.82E-06
21	45400001	45500000	294	1154573	2.68E-06
21	45500001	45600000	202	1977448	2.03E-06
21	45600001	45700000	219	270320	2.70E-06
21	45700001	45800000	177	1735841	2.28E-06
21	45800001	45900000	308	353265	4.67E-06
21	45900001	46000000	411	94067	3.95E-06
21	46000001	46100000	461	17934	3.25E-06
21	46100001	46200000	391	998397	2.99E-06
21	46200001	46300000	213	3299299	2.51E-06
21	46300001	46400000	173	597162	2.90E-06
21	46400001	46500000	191	66798	1.64E-06
21	46500001	46600000	155	220933	2.61E-06
21	46600001	46700000	250	582202	1.90E-06
21	46700001	46800000	334	434625	2.93E-06
21	46800001	46900000	337	306622	3.89E-06
21	46900001	47000000	481	996772	5.61E-06
21	47000001	47100000	618	117876	NaN
21	47100001	47200000	675	21762	NaN
21	47200001	47300000	632	50143	NaN
21	47300001	47400000	611	99020	NaN
21	47400001	47500000	590	1066811	NaN
21	47500001	47600000	538	927645	NaN
21	47600001	47700000	488	2624931	NaN
21	47700001	47800000	624	1147763	NaN
21	47800001	47900000	606	1003402	NaN
21	47900001	48000000	477	670398	NaN
21	48000001	48100000	377	901416	NaN
21	48100001	48200000	NaN	19033	NaN
22	1	100000	NaN	0	NaN
22	100001	200000	NaN	0	NaN
22	200001	300000	NaN	0	NaN
22	300001	400000	NaN	0	NaN
22	400001	500000	NaN	0	NaN
22	500001	600000	NaN	0	NaN
22	600001	700000	NaN	0	NaN
22	700001	800000	NaN	0	NaN
22	800001	900000	NaN	0	NaN
22	900001	1000000	NaN	0	NaN
22	1000001	1100000	NaN	0	NaN
22	1100001	1200000	NaN	0	NaN
22	1200001	1300000	NaN	0	NaN
22	1300001	1400000	NaN	0	NaN
22	1400001	1500000	NaN	0	NaN
22	1500001	1600000	NaN	0	NaN
22	1600001	1700000	NaN	0	NaN
22	1700001	1800000	NaN	0	NaN
22	1800001	1900000	NaN	0	NaN
22	1900001	2000000	NaN	0	NaN
22	2000001	2100000	NaN	0	NaN
22	2100001	2200000	NaN	0	NaN
22	2200001	2300000	NaN	0	NaN
22	2300001	2400000	NaN	0	NaN
22	2400001	2500000	NaN	0	NaN
22	2500001	2600000	NaN	0	NaN
22	2600001	2700000	NaN	0	NaN
22	2700001	2800000	NaN	0	NaN
22	2800001	2900000	NaN	0	NaN
22	2900001	3000000	NaN	0	NaN
22	3000001	3100000	NaN	0	NaN
22	3100001	3200000	NaN	0	NaN
22	3200001	3300000	NaN	0	NaN
22	3300001	3400000	NaN	0	NaN
22	3400001	3500000	NaN	0	NaN
22	3500001	3600000	NaN	0	NaN
22	3600001	3700000	NaN	0	NaN
22	3700001	3800000	NaN	0	NaN
22	3800001	3900000	NaN	0	NaN
22	3900001	4000000	NaN	0	NaN
22	4000001	4100000	NaN	0	NaN
22	4100001	4200000	NaN	0	NaN
22	4200001	4300000	NaN	0	NaN
22	4300001	4400000	NaN	0	NaN
22	4400001	4500000	NaN	0	NaN
22	4500001	4600000	NaN	0	NaN
22	4600001	4700000	NaN	0	NaN
22	4700001	4800000	NaN	0	NaN
22	4800001	4900000	NaN	0	NaN
22	4900001	5000000	NaN	0	NaN
22	5000001	5100000	NaN	0	NaN
22	5100001	5200000	NaN	0	NaN
22	5200001	5300000	NaN	0	NaN
22	5300001	5400000	NaN	0	NaN
22	5400001	5500000	NaN	0	NaN
22	5500001	5600000	NaN	0	NaN
22	5600001	5700000	NaN	0	NaN
22	5700001	5800000	NaN	0	NaN
22	5800001	5900000	NaN	0	NaN
22	5900001	6000000	NaN	0	NaN
22	6000001	6100000	NaN	0	NaN
22	6100001	6200000	NaN	0	NaN
22	6200001	6300000	NaN	0	NaN
22	6300001	6400000	NaN	0	NaN
22	6400001	6500000	NaN	0	NaN
22	6500001	6600000	NaN	0	NaN
22	6600001	6700000	NaN	0	NaN
22	6700001	6800000	NaN	0	NaN
22	6800001	6900000	NaN	0	NaN
22	6900001	7000000	NaN	0	NaN
22	7000001	7100000	NaN	0	NaN
22	7100001	7200000	NaN	0	NaN
22	7200001	7300000	NaN	0	NaN
22	7300001	7400000	NaN	0	NaN
22	7400001	7500000	NaN	0	NaN
22	7500001	7600000	NaN	0	NaN
22	7600001	7700000	NaN	0	NaN
22	7700001	7800000	NaN	0	NaN
22	7800001	7900000	NaN	0	NaN
22	7900001	8000000	NaN	0	NaN
22	8000001	8100000	NaN	0	NaN
22	8100001	8200000	NaN	0	NaN
22	8200001	8300000	NaN	0	NaN
22	8300001	8400000	NaN	0	NaN
22	8400001	8500000	NaN	0	NaN
22	8500001	8600000	NaN	0	NaN
22	8600001	8700000	NaN	0	NaN
22	8700001	8800000	NaN	0	NaN
22	8800001	8900000	NaN	0	NaN
22	8900001	9000000	NaN	0	NaN
22	9000001	9100000	NaN	0	NaN
22	9100001	9200000	NaN	0	NaN
22	9200001	9300000	NaN	0	NaN
22	9300001	9400000	NaN	0	NaN
22	9400001	9500000	NaN	0	NaN
22	9500001	9600000	NaN	0	NaN
22	9600001	9700000	NaN	0	NaN
22	9700001	9800000	NaN	0	NaN
22	9800001	9900000	NaN	0	NaN
22	9900001	10000000	NaN	0	NaN
22	10000001	10100000	NaN	0	NaN
22	10100001	10200000	NaN	0	NaN
22	10200001	10300000	NaN	0	NaN
22	10300001	10400000	NaN	0	NaN
22	10400001	10500000	NaN	0	NaN
22	10500001	10600000	NaN	0	NaN
22	10600001	10700000	NaN	0	NaN
22	10700001	10800000	NaN	0	NaN
22	10800001	10900000	NaN	0	NaN
22	10900001	11000000	NaN	0	NaN
22	11000001	11100000	NaN	0	NaN
22	11100001	11200000	NaN	0	NaN
22	11200001	11300000	NaN	0	NaN
22	11300001	11400000	NaN	0	NaN
22	11400001	11500000	NaN	0	NaN
22	11500001	11600000	NaN	0	NaN
22	11600001	11700000	NaN	0	NaN
22	11700001	11800000	NaN	0	NaN
22	11800001	11900000	NaN	0	NaN
22	11900001	12000000	NaN	0	NaN
22	12000001	12100000	NaN	0	NaN
22	12100001	12200000	NaN	0	NaN
22	12200001	12300000	NaN	0	NaN
22	12300001	12400000	NaN	0	NaN
22	12400001	12500000	NaN	0	NaN
22	12500001	12600000	NaN	0	NaN
22	12600001	12700000	NaN	0	NaN
22	12700001	12800000	NaN	0	NaN
22	12800001	12900000	NaN	0	NaN
22	12900001	13000000	NaN	0	NaN
22	13000001	13100000	NaN	0	NaN
22	13100001	13200000	NaN	0	NaN
22	13200001	13300000	NaN	0	NaN
22	13300001	13400000	NaN	0	NaN
22	13400001	13500000	NaN	0	NaN
22	13500001	13600000	NaN	0	NaN
22	13600001	13700000	NaN	0	NaN
22	13700001	13800000	NaN	0	NaN
22	13800001	13900000	NaN	0	NaN
22	13900001	14000000	NaN	0	NaN
22	14000001	14100000	NaN	0	NaN
22	14100001	14200000	NaN	0	NaN
22	14200001	14300000	NaN	0	NaN
22	14300001	14400000	NaN	0	NaN
22	14400001	14500000	NaN	0	NaN
22	14500001	14600000	NaN	0	NaN
22	14600001	14700000	NaN	0	NaN
22	14700001	14800000	NaN	0	NaN
22	14800001	14900000	NaN	0	NaN
22	14900001	15000000	NaN	0	NaN
22	15000001	15100000	NaN	0	NaN
22	15100001	15200000	NaN	0	NaN
22	15200001	15300000	NaN	0	NaN
22	15300001	15400000	NaN	0	NaN
22	15400001	15500000	NaN	0	NaN
22	15500001	15600000	NaN	0	NaN
22	15600001	15700000	NaN	0	NaN
22	15700001	15800000	NaN	0	NaN
22	15800001	15900000	NaN	0	NaN
22	15900001	16000000	NaN	0	NaN
22	16000001	16100000	NaN	5299	1.53E-05
22	16100001	16200000	929	782289	9.22E-06
22	16200001	16300000	909	22629	1.33E-05
22	16300001	16400000	818	15670	1.15E-05
22	16400001	16500000	916	25610	9.74E-06
22	16500001	16600000	835	206	7.68E-06
22	16600001	16700000	769	15236	7.97E-06
22	16700001	16800000	NaN	0	NaN
22	16800001	16900000	NaN	2564	1.89E-05
22	16900001	17000000	592	598	2.25E-05
22	17000001	17100000	837	37221	2.06E-05
22	17100001	17200000	852	39523	1.09E-05
22	17200001	17300000	844	8705	7.40E-06
22	17300001	17400000	720	18555	1.34E-05
22	17400001	17500000	621	1310	5.18E-06
22	17500001	17600000	639	627080	6.41E-06
22	17600001	17700000	574	622091	3.22E-06
22	17700001	17800000	555	7577	3.46E-06
22	17800001	17900000	595	7970	3.08E-06
22	17900001	18000000	499	16848	3.39E-06
22	18000001	18100000	390	640785	2.59E-06
22	18100001	18200000	243	360989	2.30E-06
22	18200001	18300000	221	1577288	1.52E-06
22	18300001	18400000	280	681423	2.87E-06
22	18400001	18500000	288	135923	3.05E-06
22	18500001	18600000	239	746148	3.86E-06
22	18600001	18700000	179	177951	1.56E-06
22	18700001	18800000	289	10963	6.00E-06
22	18800001	18900000	545	156314	6.50E-06
22	18900001	19000000	343	264767	4.92E-06
22	19000001	19100000	280	874541	2.65E-06
22	19100001	19200000	277	1070293	2.19E-06
22	19200001	19300000	222	85896	2.58E-06
22	19300001	19400000	235	766470	1.87E-06
22	19400001	19500000	300	1536300	2.05E-06
22	19500001	19600000	298	170070	1.93E-06
22	19600001	19700000	221	3640	1.74E-06
22	19700001	19800000	211	474924	2.89E-06
22	19800001	19900000	204	766680	2.44E-06
22	19900001	20000000	197	1265803	1.25E-06
22	20000001	20100000	217	1019588	9.12E-07
22	20100001	20200000	218	1711495	3.10E-06
22	20200001	20300000	277	95053	3.15E-06
22	20300001	20400000	292	501857	6.82E-06
22	20400001	20500000	NaN	74982	3.61E-06
22	20500001	20600000	NaN	2629	3.41E-06
22	20600001	20700000	NaN	9873	1.62E-05
22	20700001	20800000	351	443785	4.99E-06
22	20800001	20900000	326	522581	2.60E-06
22	20900001	21000000	286	980602	2.35E-06
22	21000001	21100000	330	615865	5.47E-06
22	21100001	21200000	288	591868	1.59E-06
22	21200001	21300000	216	697446	1.90E-06
22	21300001	21400000	192	1635053	1.80E-06
22	21400001	21500000	186	39897	2.97E-06
22	21500001	21600000	NaN	17311	1.01E-05
22	21600001	21700000	514	37433	9.01E-06
22	21700001	21800000	NaN	66334	1.49E-06
22	21800001	21900000	221	452615	3.30E-06
22	21900001	22000000	193	1404073	2.98E-06
22	22000001	22100000	194	683373	1.56E-06
22	22100001	22200000	252	1448775	1.96E-06
22	22200001	22300000	299	582163	2.27E-06
22	22300001	22400000	379	358282	2.87E-06
22	22400001	22500000	474	16608	2.85E-06
22	22500001	22600000	587	41129	4.16E-06
22	22600001	22700000	612	663153	1.56E-05
22	22700001	22800000	680	8046	3.95E-06
22	22800001	22900000	683	370252	3.48E-06
22	22900001	23000000	641	35543	6.80E-06
22	23000001	23100000	611	13423	5.72E-06
22	23100001	23200000	637	8754	4.51E-06
22	23200001	23300000	631	300129	1.45E-05
22	23300001	23400000	628	39243	2.49E-06
22	23400001	23500000	573	188402	1.58E-06
22	23500001	23600000	555	293073	2.02E-06
22	23600001	23700000	575	637018	3.63E-06
22	23700001	23800000	538	189387	4.87E-06
22	23800001	23900000	477	155087	2.78E-06
22	23900001	24000000	399	214500	2.96E-06
22	24000001	24100000	266	455786	3.59E-06
22	24100001	24200000	196	1360972	2.34E-06
22	24200001	24300000	182	2248462	2.83E-06
22	24300001	24400000	202	792011	3.00E-06
22	24400001	24500000	191	612508	1.62E-06
22	24500001	24600000	202	671013	1.91E-06
22	24600001	24700000	167	118104	6.95E-06
22	24700001	24800000	200	537697	2.53E-06
22	24800001	24900000	186	455343	1.45E-06
22	24900001	25000000	171	1922686	2.33E-06
22	25000001	25100000	194	270224	7.53E-06
22	25100001	25200000	356	13689	2.38E-06
22	25200001	25300000	395	28240	2.53E-06
22	25300001	25400000	308	95300	1.95E-06
22	25400001	25500000	415	185730	2.74E-06
22	25500001	25600000	511	549012	1.87E-06
22	25600001	25700000	525	20551	2.98E-06
22	25700001	25800000	535	327519	3.52E-06
22	25800001	25900000	451	255837	2.94E-06
22	25900001	26000000	519	64531	4.20E-06
22	26000001	26100000	552	177289	2.51E-06
22	26100001	26200000	580	262368	2.28E-06
22	26200001	26300000	585	20551	4.47E-06
22	26300001	26400000	685	26494	3.34E-06
22	26400001	26500000	712	26293	3.70E-06
22	26500001	26600000	723	13348	3.24E-06
22	26600001	26700000	672	11008	4.01E-06
22	26700001	26800000	591	20451	3.80E-06
22	26800001	26900000	553	1224397	2.29E-06
22	26900001	27000000	501	513564	2.57E-06
22	27000001	27100000	462	88018	3.12E-06
22	27100001	27200000	547	137089	2.06E-06
22	27200001	27300000	604	31458	2.48E-06
22	27300001	27400000	613	6624	3.84E-06
22	27400001	27500000	620	1474	2.67E-06
22	27500001	27600000	608	8520	3.74E-06
22	27600001	27700000	608	21097	4.69E-06
22	27700001	27800000	530	1571	3.29E-06
22	27800001	27900000	432	13325	3.83E-06
22	27900001	28000000	360	4087	2.62E-06
22	28000001	28100000	259	1884	3.78E-06
22	28100001	28200000	211	64079	3.25E-06
22	28200001	28300000	256	607383	2.55E-06
22	28300001	28400000	310	507770	1.52E-06
22	28400001	28500000	444	43468	2.51E-06
22	28500001	28600000	481	63763	2.87E-06
22	28600001	28700000	611	26468	2.50E-06
22	28700001	28800000	625	34538	2.24E-06
22	28800001	28900000	486	54542	1.99E-06
22	28900001	29000000	438	48074	3.03E-06
22	29000001	29100000	395	219675	4.74E-06
22	29100001	29200000	219	2108473	1.30E-06
22	29200001	29300000	177	127129	2.73E-06
22	29300001	29400000	293	132296	1.82E-06
22	29400001	29500000	326	437149	1.30E-06
22	29500001	29600000	335	406664	2.47E-06
22	29600001	29700000	216	2277905	1.61E-06
22	29700001	29800000	251	1491446	2.18E-06
22	29800001	29900000	203	227567	3.70E-06
22	29900001	30000000	190	1450853	2.67E-06
22	30000001	30100000	149	894780	1.75E-06
22	30100001	30200000	195	969985	1.33E-06
22	30200001	30300000	182	368737	2.08E-06
22	30300001	30400000	171	153020	1.94E-06
22	30400001	30500000	253	467426	1.40E-06
22	30500001	30600000	178	3414	2.00E-06
22	30600001	30700000	196	673093	1.62E-06
22	30700001	30800000	211	1647544	1.96E-06
22	30800001	30900000	214	436339	1.56E-06
22	30900001	31000000	288	995501	1.69E-06
22	31000001	31100000	330	329557	2.63E-06
22	31100001	31200000	233	27349	1.71E-06
22	31200001	31300000	242	166020	1.41E-06
22	31300001	31400000	303	2811178	2.22E-06
22	31400001	31500000	230	470084	2.74E-06
22	31500001	31600000	202	318777	2.57E-06
22	31600001	31700000	218	1052876	2.36E-06
22	31700001	31800000	221	704229	1.60E-06
22	31800001	31900000	237	777974	1.30E-06
22	31900001	32000000	313	190884	2.69E-06
22	32000001	32100000	265	1109438	2.38E-06
22	32100001	32200000	268	551003	1.52E-06
22	32200001	32300000	336	168895	1.58E-06
22	32300001	32400000	235	1056858	2.38E-06
22	32400001	32500000	344	379544	2.79E-06
22	32500001	32600000	458	41902	3.11E-06
22	32600001	32700000	580	181949	3.36E-06
22	32700001	32800000	556	708476	3.21E-06
22	32800001	32900000	401	1021075	2.53E-06
22	32900001	33000000	256	17640	4.05E-06
22	33000001	33100000	249	3654	2.16E-06
22	33100001	33200000	307	108649	3.84E-06
22	33200001	33300000	398	1135127	3.83E-06
22	33300001	33400000	446	1331	4.82E-06
22	33400001	33500000	520	2305	3.27E-06
22	33500001	33600000	583	5668	4.11E-06
22	33600001	33700000	635	82849	3.11E-06
22	33700001	33800000	734	62555	2.44E-06
22	33800001	33900000	817	43519	2.41E-06
22	33900001	34000000	874	35832	1.76E-06
22	34000001	34100000	911	36247	3.04E-06
22	34100001	34200000	912	34215	3.67E-06
22	34200001	34300000	944	77821	2.30E-06
22	34300001	34400000	968	21206	3.62E-06
22	34400001	34500000	982	110	5.49E-06
22	34500001	34600000	1015	87	5.12E-06
22	34600001	34700000	1000	5559	3.67E-06
22	34700001	34800000	958	6580	4.75E-06
22	34800001	34900000	927	5956	5.63E-06
22	34900001	35000000	935	42047	5.30E-06
22	35000001	35100000	902	6538	5.21E-06
22	35100001	35200000	871	7973	4.95E-06
22	35200001	35300000	768	6049	5.38E-06
22	35300001	35400000	692	7002	4.99E-06
22	35400001	35500000	597	45866	2.87E-06
22	35500001	35600000	498	127449	3.16E-06
22	35600001	35700000	425	530801	2.58E-06
22	35700001	35800000	241	705405	1.69E-06
22	35800001	35900000	224	989951	2.85E-06
22	35900001	36000000	227	28679	1.88E-06
22	36000001	36100000	205	543690	3.05E-06
22	36100001	36200000	183	1066799	2.10E-06
22	36200001	36300000	376	609198	1.81E-06
22	36300001	36400000	388	74728	1.16E-06
22	36400001	36500000	278	53116	4.20E-06
22	36500001	36600000	308	134103	2.07E-06
22	36600001	36700000	331	7269305	2.43E-06
22	36700001	36800000	226	2967161	1.87E-06
22	36800001	36900000	178	1140603	2.24E-06
22	36900001	37000000	195	1884337	1.98E-06
22	37000001	37100000	359	4026	3.39E-06
22	37100001	37200000	477	199139	2.19E-06
22	37200001	37300000	537	139106	3.65E-06
22	37300001	37400000	469	195821	2.19E-06
22	37400001	37500000	379	924051	1.64E-06
22	37500001	37600000	289	407665	2.01E-06
22	37600001	37700000	230	564156	2.87E-06
22	37700001	37800000	201	225586	2.70E-06
22	37800001	37900000	179	483449	1.56E-06
22	37900001	38000000	176	618330	2.69E-06
22	38000001	38100000	172	2307682	2.03E-06
22	38100001	38200000	180	743273	1.44E-06
22	38200001	38300000	183	4173433	1.97E-06
22	38300001	38400000	203	1497646	2.46E-06
22	38400001	38500000	200	458853	2.01E-06
22	38500001	38600000	197	293172	1.97E-06
22	38600001	38700000	184	2071531	2.52E-06
22	38700001	38800000	181	364029	2.62E-06
22	38800001	38900000	215	4204686	2.05E-06
22	38900001	39000000	177	378060	1.81E-06
22	39000001	39100000	238	1620031	2.43E-06
22	39100001	39200000	262	1786478	1.03E-06
22	39200001	39300000	272	1305904	2.86E-06
22	39300001	39400000	358	199153	2.60E-06
22	39400001	39500000	372	712957	2.50E-06
22	39500001	39600000	223	195997	2.05E-06
22	39600001	39700000	173	141686	2.84E-06
22	39700001	39800000	205	3517877	2.78E-06
22	39800001	39900000	250	628588	1.34E-06
22	39900001	40000000	467	3322765	2.48E-06
22	40000001	40100000	466	8845	2.27E-06
22	40100001	40200000	528	12628	1.97E-06
22	40200001	40300000	503	157280	3.39E-06
22	40300001	40400000	411	133064	1.85E-06
